Directory,Org/Person Name,Org/Person DBA,Org/Person Sort Name,Org Number,Status,Organization/Person Type,Org/Person Main Category,Listing Type,Employer,Org ID,Listing ID,Listing Comments,Listing Internet Comments,Same As Listing Comments,Listing Category,Listing Address 1,Listing Address 2,Listing Address 3,Listing Zip/Postal Code,Listing City,Listing State/Province,Listing Country,Listing Phone 1,Listing Phone 1 Ext,Listing Fax,Listing Fax Ext,Listing Fax Long Distance,Listing Toll,Listing Toll Ext,Listing Url,Listing Email,Listing Facebook,Listing Twitter,Listing Linked In,Mailing Address 1,Mailing Address 2,Mailing Address 3,Mailing Zip/Postal,Mailing City,Mailing State/Province,Mailing Country,Label 1,Label 2,Label 3,Label 4,Label 5,Label 6,Label 7,Label 8,Label 9,Label 10,Label 1,Label 2,Label 3,Label 4,Label 5,Label 6,Label 7,Label 8,Label 9,Label 10,Label 1,Label 2,Label 3,Label 4,Label 5,Label 6,Label 7,Label 8,Label 9,Label 10,Org/Person NAICS,Sponsor,Total Employees,Total Part Time Employees,Total Full Time Employees,Joined Date,Began Business Date,Org/Person Group Insurance,Org/Person Effective Date,Org/Person Group Term Date,Org/Person Branch,Org/Person Type of Business,Org/Person Board Approval Date,Org/Person New Member Pkg. Mailed,Org/Person Appeared in Briefs,Org/Person Merchant Services,Org/Person Confirmation Date,Org/Person Main reason for joining,Org/Person Main reason for joining,Org/Person Conf. Date,Org/Person Home Insurance,Org/Person Home Effective Date,Org/Person Home Term Date,Org/Person Esso Account #,Org/Person Auto Insurance,Org/Person Auto Effective Date,Org/Person Auto Term Date,Org/Person Welcome Email Sent,Org/Person FIRM #/name,Org/Person Petro Account #,Org/Person Logo Use,Org/Person Reps,Person/Employee Chair Term,Organization Sector,Organization Business Type,Organization Member Type,Organization Dues Category,Organization Designated Reps,Organization Program(s),Person/Employee Status,Person/Employee Level,Person/Employee Designation,Main Contact Prefix,Main Contact First Name,Main Contact Initial,Main Contact Last Name,Main Contact Suffix,Main Contact Title,Main Contact Position,Main Contact Email,Main Contact Salutation,Main Contact Formal Salutation,Special Offer,Special Offer Expires,Special Offer Begin,Special Offer End,Main Listing Contact Prefix,Main Listing Contact First Name,Main Listing Contact Initial,Main Listing Contact Last Name,Main Listing Contact Suffix,Main Listing Contact Title,Main Listing Contact Position,Main Listing Contact Comments,Main Listing Contact Internet Comments,Main Listing Contact Same As Comments,Main Listing Contact Category,Main Listing Contact Address 1,Main Listing Contact Address 2,Main Listing Contact Address 3,Main Listing Contact Zip/Postal Code,Main Listing Contact City,Main Listing Contact State/Province,Main Listing Contact Country,Main Listing Contact Phone 1,Main Listing Contact Phone 1 Ext,Main Listing Contact Fax,Main Listing Contact Fax Ext,Main Listing Contact Fax Long Distance,Main Listing Contact Toll,Main Listing Contact Toll Ext,Main Listing Contact Url,Main Listing Contact Email,Main Listing Contact Facebook,Main Listing Contact Twitter,Main Listing Contact Linked In,Main Listing Contact Org ID,Main Listing Contact Listing ID,OrgCnt,CatCnt
Temporary Directory,H.T. Reaume Construction Ltd.,H.T. Reaume Construction Ltd.,H.T. Reaume Construction Ltd.,4542,Active,Member,Home Builders,Org,,5072,13206,,,Y,Home Builders,367 Cyanna Court,RR 1,,N8N 5H1,Tecumseh,Ontario,Canada,(519) 735-2432,,(519) 735-1330,,N,,,http://www.reaumehomes.com,davidreaume5@bell.net,,,,367 Cyanna Court,RR 1,,N8N 5H1,Tecumseh,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,2,3/13/2006,1/1/1940,64579 - David Seeley,Aug-06,,,corporation,Mar-06,4-Apr-06,May-06,,,"directory, news/info",marketing/advertising,,,,,,,,,,,,,0,,Construction,Corporation,General,A (1-5 employees),One,Group Benefits - Seeley,,,,Mr.,David,,Reaume,,President,DESIGNATED VOTING REP.,davidreaume5@bell.net,David,,,N,,,Mr.,David,,Reaume,,President,DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,308,
Temporary Directory,Habitat For Humanity Windsor - Essex Inc,Habitat For Humanity Windsor - Essex,Habitat For Humanity Windsor - Essex,3011,Returning Member - Active,Member,Associations & Organizations,Org,,3196,11705,"Habitat for Humanity, Windsor-Essex is a not-for-profit organization working in partnership with the community and recipient families, to provide low income families with adequate affordable homes.","Habitat for Humanity, Windsor-Essex is a not-for-profit organization working in partnership with the community and recipient families, to provide low income families with adequate affordable homes.",Y,Associations & Organizations,3064 Devon Drive,,,N8X 4L2,Windsor,Ontario,Canada,(519) 969-3762,,(519) 969-7832,,N,,,http://www.habitatwindsor.org,office@habitatwindsor.org,http://www.facebook.com/HabitatWindsorEssex,http://twitter.com/#!/HFHWindsorEssex,,3064 Devon Drive,,,N8X 4L2,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,6,2/20/2014,1/1/1994,INSURANCE 39267,Mar-00,Apr-04,,,"March 27 2012, Feb 24 2014",Apr-12,May/June 2012,N,N,Networking,,,,,,,,,,"March 27 2012, Feb 25 2014",,,,0,,Service sector,Corporation,Organization,Non Profit/Charity,One,,,,,Ms.,Pamela,,Breault,,Operations Manager,DESIGNATED VOTING REP.,pbreault@habitatwindsor.org,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,309,
Temporary Directory,Hampton Inn & Suites by Hilton Windsor,Hampton Inn & Suites by Hilton Windsor,Hampton Inn & Suites by Hilton Windsor,3828,Active,Member,Hotels & Motels,Org,,4181,12530,,,Y,Hotels & Motels,1840 Huron Church Road,,,N9C 2L5,Windsor,Ontario,Canada,519-967-2012,,(519) 972-0404,,N,,,http://www.windsorsuites.hamptoninn.com,yqgcn.hampton.suites@hilton.com,,,,1840 Huron Church Road,,,N9C 2L5,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,20,15,4/23/2003,1/1/1983,53285 - David Seeley,Oct-03,,,,,,,,,,,,,,,,,,,,,,,0,,Hospitality,Corporation,General,C (16-50 employees),2,,,,,Mr.,Chadd,,Smith,,General Manager,DESIGNATED VOTING REP.,chadd.smith@hilton.com,,,,N,,,Mr.,Chadd,,Smith,,General Manager,DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,310,
Temporary Directory,Hamptons Stone & Flooring Company Inc,Hamptons Stone & Flooring Company Inc,Hamptons Stone & Flooring Company Inc,5344,Active,Member,Counter Tops,Org,,6579,13910,,,Y,Counter Tops,"2740 Jefferson Blvd, Unit 10",,,N8T 3C7,Windsor,Ontario,Canada,(519) 944-4420,,(519) 944-4422,,N,,,,info@hsfc.ca,,,,"2740 Jefferson Blvd, Unit 10",,,N8T 3C7,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,10/13/2009,10/8/2008,,,,,Corporation,Oct 26/09,Jan 7/09,,,,,,,,,,,,,,Nov 3/09,,,,0,,Manufacturing,Corporation,General,A (1-5 employees),One,,,,,Mr.,Frank,,Travo,,President,DESIGNATED VOTING REP.,info@hsfc.ca,,,,N,,,Mr.,Frank,,Travo,,President,DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,311,
Temporary Directory,Ivona Huzevka,Happy Paws Pet Resort,Happy Paws Pet Resort,5788,Active,Member,Kennels,Org,,27673,18190,,,Y,Kennels,2623 County Road # 27,,,N0R 1V0,Woodslee,Ontario,Canada,(519) 975-1234,,(519) 975-0123,,N,,,http://www.happypawspetresort.ca,woodslee@happypawspetresort.net,,,,P.O Box 160,,,N0R 1V0,Woodslee,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,1/17/2014,,,,,,,Jan 27 2014,,March/April 2014,,,News/Info,,,,,,,,,,Jan 28 2014,,,,0,,Other,Sole Proprietor,General,B (6-15 employees),One,,,,,Mrs.,Ivona,,Huzevka,,Owner,DESIGNATED VOTING REP.,woodslee@happypawspetresort.net,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312,
Temporary Directory,H.I.A. Harmony In Action Windsor,H.I.A. Harmony In Action Windsor,Harmony In Action Windsor,3931,Active,Member,Associations & Organizations,Org,,4390,12626,,,Y,Associations & Organizations,3335 Woodward Blvd.,,,N8W 2Y7,Windsor,Ontario,Canada,(519) 252-1207,,(519) 252-5871,,N,,,http://www.harmonyinaction.com,office@harmonyinaction.com,,,,3335 Woodward Blvd.,,,N8W 2Y7,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,15,7,10/10/2003,1/1/1971,,,,,,,,,,,,,,,,,,,,,,,,received,0,,Service sector,Corporation,Organization,Non Profit/Charity,One,,,,,Ms.,Elizabeth,,Esposito,MSW,Executive Director,DESIGNATED VOTING REP.,executivedirector@harmonyinaction.com,,,,N,,,Ms.,Elizabeth,,Esposito,MSW,Executive Director,DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,313,
Temporary Directory,Harris Marketing Communications Inc.,Harris Marketing Communications Inc.,Harris Marketing Communications Inc.,1517,Returning Member - Active,Member,Marketing & Advertising Services,Org,,655,11035,,,Y,Advertising Agencies & Consultants,533 Riverside Drive East,,,N9A 2T1,Windsor,Ontario,Canada,(519) 564-7142,,,,N,,,http://www.harrismc.com,tharris@harrismc.com,,,,533 Riverside Drive East,,,N9A 2T1,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,9/19/2014,1/1/1971,,,,,Corporation,Sept 22 2014,Sept 25 2014,,,,"networking, news / info",,,,,,,,,,,,,,0,,Service sector,Corporation,General,A (1-5 employees),One,,,,,Mr.,Thomas,M.,Harris,,President,DESIGNATED VOTING REP.,tharris@harrismc.com,Tom,,,N,,,Mr.,Thomas,M.,Harris,,President,DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,314,
Temporary Directory,Hawkins & Co. Accounting Professional Corporation,Hawkins & Co. Accounting,Hawkins & Co. Accounting,5803,Active,Member,Accountants,Org,,28258,18232,,,Y,Accountants,2090 Wyandotte Street East,Suite 201,,N8Y 5B2,Windsor,Ontario,Canada,(519) 997-2900,,(519) 997-2901,,N,,,http://www.hawkins-accounting.ca,info@hawkins-accounting.ca,,,,2090 Wyandotte Street East,Suite 201,,N8Y 5B2,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,3,3/18/2014,1/1/2014,,,,,,March 24 2014,,,,,"Marketing/Advertising, Networking",,,,,,,,,,March 25 2014,,,,0,,Finance/Insurance,Corporation,General,A (1-5 employees),One,,,,,,Allison,,Hawkins,,Partner,DESIGNATED VOTING REP.,allison@hawkins-accounting.ca,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,315,
Temporary Directory,HBPO CANADA INC.,HBPO CANADA,HBPO CANADA,4870,Active,Member,Automotive Parts Supply,Org,,5759,13511,,,Y,Automotive Parts Supply,2570 Central Avenue,,,N8W 4J5,Windsor,Ontario,Canada,(519) 251-4300,,(519) 251-4310,,N,,,http://www.hbpogroup.com,info@hbpogroup.com,,,,2570 Central Avenue,,,N8W 4J5,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,0,120,7/11/2007,1/1/2006,,,,,,,,,,,,"Advocacy, Discounts, Events/Committees",,,,,,,,,,,,,0,,Service sector,Corporation,General,E (101-200 employees),4,,,,,Mr.,Gary,,Poole,,Plant Manager,DESIGNATED VOTING REP.,gary.poole@hbpogroup.com,Gary,,,N,,,Mr.,Gary,,Poole,,Plant Manager,DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,316,
Temporary Directory,HCA Mindbox Creative Communications,HCA Mindbox Creative Communications,HCA Mindbox Creative Communications,308,Active,Member,Advertising Agencies & Consultants,Org,,125,11034,,,Y,Advertising Agencies & Consultants,4600 Rhodes Drive,Unit #3,,N8W 5C2,Windsor,Ontario,Canada,(519) 977-1611,,(519) 977-9036,,N,,,http://www.hcamindbox.com,Paul@hcamindbox.com,http://www.facebook.com/pages/HCA-Mindbox-Creative-Communications/207464135942703,,,4600 Rhodes Drive,Unit #3,,N8W 5C2,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,0,17,6/1/1988,1/1/1986,,,,,,,,,,,,,,,,,,,,,,,,,0,,Service sector,Corporation,General,C (16-50 employees),One,,,,,Mr.,Paul,,Charbonneau,,,DESIGNATED VOTING REP.,paul@hcamindbox.com,Paul,,,N,,,Mr.,Paul,,Charbonneau,,,DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,317,
Temporary Directory,Windsor Essex County Health Unit,Windsor Essex County Health Unit,"Health Unit, Windsor Essex County",3174,Active,Member,Associations & Organizations,Org,,3413,11798,,,Y,Associations & Organizations,1005 Ouellette Avenue,,,N9A 4J8,Windsor,Ontario,Canada,(519) 258-2146,,(519) 258-6003,,N,(800) 265-5822,,http://www.wechealthunit.org,gkirk@wechealthunit.org,,,,1005 Ouellette Avenue,,,N9A 4J8,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,0,200,9/18/2000,1/1/1914,Home & Auto Insurance,,,,,,N,N,20027904,N,,,,,,,,,,,,,,,0,,Service sector,Corporation,Organization,Non Profit/Charity,One,TD Merchant Services,,,,Dr.,Gary,,Kirk,MD. MPH,Associate Medical Officer of Health & Acting CEO,DESIGNATED VOTING REP.,gkirk@wechealthunit.org,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,318,
Temporary Directory,Christine Brecka,Healthy Creations Inc.,Healthy Creations Inc.,5571,Active,Member,Bakeries,Org,,22299,14517,,,Y,,333 Dougall Square,,,N9G 1S7,Windsor,Ontario,Canada,(519) 250-4272,,,,N,,,http://www.healthy-creations.com,bakery@healthy-creations.com,,,,4013 County Rd 46.,,,N0R 1K0,Maidstone,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,8,4,4/19/2011,,,,,,,May 30 2011,Hand Delivered July 21 2011,,,,"Discounts, Marketing/Advertising",,,,,,,,,,June 2 2011,,,,0,,Service sector,Corporation,General,A (1-5 employees),One,,,,,Ms.,Chris,,Brecka,,Owner,DESIGNATED VOTING REP.,bakery@healthy-creations.com,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,
Temporary Directory,The Healthy Image,The Healthy Image,"Healthy Image, The",2126,Active,Member,Cosmetic & Laser Surgery,Org,,1193,11037,,,Y,Cosmetic & Laser Surgery,"2224 Walker Road, Unit 300",,,N8W 5L7,Windsor,Ontario,Canada,(519) 971-9542,,(519) 971-8672,,N,,,http://www.healthyimage.ca,contact@healthyimage.ca,,,,"2224 Walker Road, Unit 300",,,N8W 5L7,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,11/22/1996,3/1/1996,27511 - J.L.Whiston Fin. Services Ltd.,Aug-97,,,,,,,,,,,,,,,,,,,,,,,0,,Service sector,Corporation,General,A (1-5 employees),One,"Group Benefits - Whiston, Office Supplies",,,,Dr.,Jerry,,Tan,"MD, FR",President,DESIGNATED VOTING REP.,jerrytan@bellnet.ca,Jerry,,,N,,,Dr.,Jerry,,Tan,"MD, FR",President,DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,320,
Temporary Directory,Heavenly Rest Family of Catholic Cemeteries,Heavenly Rest Family of Catholic Cemeteries,Heavenly Rest Family of Catholic Cemeteries,4239,Active,Member,Associations & Organizations,Org,,4749,12919,,,Y,Associations & Organizations,5005 Howard Ave.,,,N9H 1Z5,Windsor,Ontario,Canada,(519) 969-4836,,(519) 972-1287,,N,(866) 610-7608,,http://www.heavenlyrestcemeteries.com,jstaubin@dol.ca,,,,5005 Howard Ave.,,,N9H 1Z5,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,6,21,11/8/2004,5/1/1929,,,,,Not for Profit,,,,,,,,,,,,,,,,,,,,0,1997-1998,Service sector,Corporation,Organization,Non Profit/Charity,One,,,,,Mr.,John,,St. Aubin,,General Manager,DESIGNATED VOTING REP.,jstaubin@dol.ca,John,,,N,,,Mr.,John,,St. Aubin,,General Manager,DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,321,
Temporary Directory,Heavy Construction Association of Windsor,Heavy Construction Association of Windsor,Heavy Construction Association of Windsor,5044,Active,Member,Construction Services,Org,,5930,13605,,,Y,Construction Services,2880 Temple Drive,,,N8W 5J5,Windsor,Ontario,Canada,(519) 974-9680,,(519) 974-3854,,N,,,http://www.wca.on.ca,construction@wca.on.ca,,,,2880 Temple Drive,,,N8W 5J5,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,3,1/8/2008,1/22/1983,,,,,Non-profit,,,,,,,,,,,,,,,,,,,,0,,Construction,Corporation,Organization,A (1-5 employees),One,,,,,Mr.,Jim,,Lyons,,Executive Director,DESIGNATED VOTING REP.,jlyons@wca.on.ca,,,,N,,,Mr.,Jim,,Lyons,,Executive Director,DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,322,
Temporary Directory,"Hengl, Scott Financial Partners INC.","Hengl, Scott Financial Partners INC.","Hengl, Scott Financial Partners INC.",5546,Active,Member,Insurance - Life & Financial Planning,Org,,21802,14467,,,N,,1500 Ouellette Ave.,Suite 102,,N8X 1K7,Windsor,Ontario,Canada,(519) 253-5999,,(519) 253-4339,,N,(877) 253-5999,,www.hsfp.ca,info@hsfp.ca,,,,1500 Ouellette Ave.,Suite 102,,N8X 1K7,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,0,2,2/3/2011,6/15/2006,,,,,,Feb 28 2011,March 8 2011,May/June 2011,,,"Events/Committees, Networking",,,,,,,,,,,,,,0,,Finance/Insurance,Corporation,General,A (1-5 employees),One,Office Supplies,,,,Mr.,Gregory,J,Hengl,,Chartered Life Underwriter,DESIGNATED VOTING REP.,greg@hsfp.ca,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,
Temporary Directory,Herby Curby Limited,Herby Curby,Herby Curby,5207,Active,Member,Recycling Containers,Org,,6213,13776,,,Y,Recycling Containers,2909 Kew Dr.,,,N8T 3J6,Windsor,Ontario,Canada,(519) 948-5854,,(519) 962-8939,,N,,,http://www.herbycurby.com,inquires@herbycurby.com,,,,2909 Kew Dr.,,,N8T 3J6,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,4,1/14/2009,1/15/1988,,,,,Sole Proprietor,Jan 26/09,Jan 30/09,,,,,,,,,,,,,,,,,,0,,Other,Sole Proprietor,General,A (1-5 employees),One,,,,,Mr.,Denis,,Denomme,,CEO,DESIGNATED VOTING REP.,denis@herbycurby.com,,,,N,,,Mr.,Denis,,Denomme,,CEO,DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,324,
Temporary Directory,Hi Neighbor Floor Covering Company Limited,Hi Neighbor Floor Covering Company Limited,Hi Neighbor Floor Covering Company Limited,3147,Active,Member,Floor Coverings - Sales & Installation,Org,,3381,12121,,,Y,Floor Coverings - Sales & Installation,257 Wyandotte Street East,,,N9A 3H5,Windsor,Ontario,Canada,(519) 258-4481,,(519) 258-0325,,N,,,http://www.hineighbor.ca/,hilynn@cogeco.net,,,,257 Wyandotte Street East,,,N9A 3H5,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2,11,10/24/2001,1/1/1942,88180 - LBM Consulting - Jack Larmond,,,,,,N,N,N,N,,,,,,,,,,,,,,,0,,Retail - Trade,Corporation,General,B (6-15 employees),One,Group Benefits - Larmond,,,,Mr.,Steven,,Shanbon,,President,DESIGNATED VOTING REP.,histeven@cogeco.net,Steven,,,N,,,Mr.,Steven,,Shanbon,,President,DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,325,
Temporary Directory,Hiatus House,Hiatus House,Hiatus House,3082,Active,Member,Associations & Organizations,Org,,3296,11740,,,Y,Associations & Organizations,250 Louis Avenue,,,N9A 1W2,Windsor,Ontario,Canada,(519) 252-7781,,(519) 252-7296,,N,(800) 265-5142,,http://www.hiatushouse.com,cbonneau@hiatushouse.com,,,,250 Louis Avenue,,,N9A 1W2,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,19,33,5/26/2000,7/12/1976,Home & Auto Insurance,Mar-06,,,,,N,N,N,N,,,,,,,,,,,,,,,0,,Service sector,Corporation,Organization,Non Profit/Charity,One,Office Supplies,,,,,Christiana,,Bonneau,,Director of Finance,DESIGNATED VOTING REP.,cbonneau@hiatushouse.com,,,,N,,,,Christiana,,Bonneau,,Director of Finance,DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,326,
Temporary Directory,959330 Ontario Inc,Hinton the Mover / United Van Lines,Hinton the Mover / United Van Lines,4343,Active,Member,Moving & Storage,Org,,129,11041,,,Y,Moving & Storage,2657 McDougall Street,,,N8X 3P3,Windsor,Ontario,Canada,(519) 966-1391,,(519) 966-1284,,N,,,http://www.hintonthemover.com,hintonthemover@hintonthemover.com,,,,2657 McDougall Street,,,N8X 3P3,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,9,10,3/29/2005,1/1/1975,,,,,Corporation,,,,,,Networking,News/Info,,,,,,,,,,,,,0,,Service sector,Corporation,General,B (6-15 employees),One,,,,,Ms.,Amber,,Peterson,,Manager,DESIGNATED VOTING REP.,amberp@hintonthemover.com,Amber,,,N,,,Ms.,Ania,,Wojnarowski,,Move Coordinator,Miscellaneous Rep.,,,,,,,,,,,,,,,,,,,,,,,,,,327,
Temporary Directory,"Hiram Walker & Sons, Ltd.","Hiram Walker & Sons, Ltd.","Hiram Walker & Sons, Ltd.",674,Active,Member,Distillers/Bottlers,Org,,273,11042,,,Y,Distillers/Bottlers,2072 Riverside Drive East,,,N8Y 4S5,Windsor,Ontario,Canada,(519) 254-5171,,(519) 971-5717,,N,,,http://www.corby.ca,info.corby@pernod-ricard.com,,,,2072 Riverside Drive East,,,N8Y 4S5,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,302,0,302,7/7/2008,01/01/1858,,,,,Corporation,,,,,,,,,,,,,,,,,,,,0,,Manufacturing,Corporation,General,F (201-400 employees),6,,,,,Mr.,Paul,,Holub,,"Vice-President, Human Resources",DESIGNATED VOTING REP.,paul.holub@pernod-ricard.com,Paul,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328,
Temporary Directory,Hogarth Hermiston Severs LLP,Hogarth Hermiston Severs LLP,Hogarth Hermiston Severs LLP,5088,Active,Member,Lawyers,Org,,5989,13650,,,Y,Lawyers,114 Giles Blvd. West,,,N9A 6G9,Windsor,Ontario,Canada,(519) 973-3663,,(519) 258-2880,,N,,,http://www.hhsllp.com,terry@hhsllp.com,,,,114 Giles Blvd. West,,,N9A 6G9,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,1,15,3/26/2008,8/4/2004,,,,,Partnership,,,,21429951,,,,,,,,,,,,,,,,0,,Professional,Partnership,General,B (6-15 employees),One,TD Merchant Services,,,,Mr.,Terry,,Hermiston,,Partner,DESIGNATED VOTING REP.,terry@hhsllp.com,,,,N,,,Mr.,Terry,,Hermiston,,Partner,DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,329,
Temporary Directory,Hold Please Communications,Hold Please Communications,Hold Please Communications,1385,Active-IBB,Member,Communication Systems,Org,,507,11043,,,Y,Communication Systems,1579 Ouellette Ave.,,,N8X 1K4,Windsor,Ontario,Canada,(519) 972-7171,,(519) 972-5149,,N,,,http://www.holdplease.com,joe@holdplease.com,http://www.facebook.com/pages/Hold-Please-Communications/111115195635800,,,1579 Ouellette Ave.,,,N8X 1K4,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,14,6,3/31/1993,3/31/1993,44192 - David Seeley,Jun-01,,,,,,,,,,,,,,,,,,,,,,,0,,Communication,Corporation,General,B (6-15 employees),One,Group Benefits - Seeley,,,,Mr.,Joe,,Di Giorgio,,President,DESIGNATED VOTING REP.,joe@holdplease.com,Joe,,,N,,,Mr.,Joe,,Di Giorgio,,President,DESIGNATED VOTING REP.,,,,,,,,,,,,,,,,,,,,,,,,,,330,
Temporary Directory,Fortis Properties Inc,Holiday Inn & Suites Windsor Ambassador Bridge,Holiday Inn & Suites Windsor Ambassador Bridge,1089,Returning Member - Active,Member,Hotels & Motels,Org,,390,11044,,,Y,Hotels & Motels,1855 Huron Church Road,,,N9C 2L6,Windsor,Ontario,Canada,(519) 966-1200,,(519) 966-7280,,N,(800) HOL-IDAY,,http://www.his-windsor.com,info@his-windsor.com,,,,1855 Huron Church Road,,,N9C 2L6,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,0,46,5/16/2014,1/1/2009,,,,,,May 20 2014,Sept 25 2014,,,,"Marketing/Advertising, Networking",,,,,,,,,,,,,,0,,Hospitality,Corporation,General,C (16-50 employees),3,,,,,Mr.,Robert,,Lamoureux,,General Manager,DESIGNATED VOTING REP.,robertlamoureux@fortisproperties.com,,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331,
Temporary Directory,Holiday Inn Downtown Windsor,Holiday Inn Downtown Windsor,Holiday Inn Downtown Windsor,1739,Active,Member,Hotels & Motels,Org,,827,11047,,,Y,Hotels & Motels,430 Ouellette Avenue,,,N9A 1B2,Windsor,Ontario,Canada,(519) 256-4656,,(519) 256-9745,,N,(877) 256-4656,,http://www.hidowntownwindsor.com,reservations@hidowntownwindsor.com,,,,430 Ouellette Avenue,,,N9A 1B2,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,0,50,5/4/1995,5/1/1993,,,,,,,,,,,,,,,,,,,,,,,,,0,,Hospitality,Corporation,General,C (16-50 employees),2,,,,,Mr.,Brian,,Yeomans,,Director of Sales,DESIGNATED VOTING REP.,byeomans@hidowntownwindsor.com,,,,N,,,Mr.,Patrick,,Trihey,,Regional Manager,,,,,,,,,,,,,,,,,,,,,,,,,,,332,
Temporary Directory,Holland Cleaning Solutions Ltd.,Holland Cleaning Solutions Ltd.,Holland Cleaning Solutions Ltd.,2954,Active,Member,Janitorial & Maintenance Supplies,Org,,3118,11675,,,Y,Janitorial & Maintenance Supplies,4590 Rhodes Drive,,,N8W 5C2,Windsor,Ontario,Canada,(519) 948-4373,,(519) 945-2256,,N,(800) 265-9531,,http://www.hollandcleaning.com,mshalhoub@hollandcleaning.com,,,,4590 Rhodes Drive,,,N8W 5C2,Windsor,ON,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,0,23,11/12/1999,1/1/1940,,,,,,,,,20104828 / 20372508,,,,,,,,,,,,,,,,0,,Retail - Trade,Corporation,General,C (16-50 employees),2,TD Merchant Services,,,,Mr.,Michael,,Shalhoub,,President,DESIGNATED VOTING REP.,mshalhoub@hollandcleaning.com,Michael,,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333,
